Topic,2010,2011,2012,2013,2014,2015,2016
Best Practices for High Performance eCommerce,0,0,0,0,2,2,0
PHP Application Development,0,0,0,0,4,0,1
Smart Contracts,0,0,0,0,0,1,0
CCIE Cisco Certified Internetwork Expert,0,0,0,0,1,0,0
neural networks,0,0,0,0,0,2,1
UX / UI Design,0,0,0,0,2,0,0
Bring Angel Investors and Startups Together,0,0,1,0,0,0,0
Web Application Security,0,0,0,0,2,2,0
Radio Control,0,0,0,0,1,0,0
White Hat Hacking,0,0,0,0,2,1,0
Embedded Systems Programming,0,0,0,0,1,0,0
web application development,0,0,0,0,0,0,1
Disruptive innovation,0,0,0,0,0,1,0
Meteor,0,0,0,1,0,0,0
Statistics and data analysis,0,0,0,1,0,0,0
BI on Cloud,0,0,0,0,0,1,0
Content Marketing,1,0,0,0,2,0,0
Opscode Chef,0,0,0,0,1,0,0
early stage investors,0,0,1,0,0,0,0
Smart Grid,0,0,0,0,3,0,0
BigData,0,0,1,0,0,0,0
Ubuntu,0,0,0,0,1,0,0
Information Security,0,0,0,0,3,3,0
Community Building,0,0,0,0,1,0,0
Web Development,0,2,0,5,27,8,5
Video Game Design,0,0,0,0,0,0,1
Building Drones,0,0,0,0,1,0,0
Load Testing and Performance,0,0,0,1,0,0,0
Web Operations,0,0,0,0,2,0,0
Lean Management,0,0,0,0,0,1,0
Symfony2,0,0,0,0,1,0,0
Graphic Design,0,0,0,0,1,0,0
Open Source Hardware,0,0,0,0,0,1,0
Content Strategy and SEO,0,0,0,0,6,0,0
Ethereum,0,0,0,0,0,1,0
Mobile App Marketing,0,0,0,0,0,1,0
Blog Design,0,0,0,0,1,0,0
Email Campaign Marketing,0,0,0,0,0,1,0
blog marketing,0,0,0,0,1,0,0
Engineering,0,0,0,1,0,0,1
Puppet,0,0,0,0,1,0,0
Drones,0,0,0,0,2,0,0
Graph Databases,0,1,0,0,0,0,0
Entreprenuer networking,0,0,0,0,1,0,0
Startup Weekend,0,0,0,0,0,1,0
Exam preparation,0,0,0,0,1,0,0
KeystoneJS,0,0,0,0,1,0,0
Business Ideas,0,0,0,0,1,0,0
ERP Software,0,0,0,0,0,1,0
Text Analytics,0,0,0,1,0,1,0
Apex,0,0,1,0,0,0,1
Go programming language,0,0,0,0,1,0,0
Mathematica,0,0,0,0,1,0,0
BlackBerry Apps,0,0,0,0,1,0,0
golang,0,0,0,0,1,0,0
Oracle PL/SQL Development,0,0,0,0,0,0,1
Mathematics,0,0,0,0,1,0,0
Electronics,0,0,0,1,3,1,0
Business continuity,0,0,0,0,0,1,0
Bluetooth Technology,0,0,0,0,1,0,0
Learn Blogging,0,0,0,0,1,1,0
Innovations in Software Testing,0,0,0,0,1,0,0
IBM Bluemix,0,0,0,0,1,1,1
Augmented Reality,0,0,0,0,0,0,1
Infrastructure as Code,0,0,0,0,2,1,0
Applied Math,0,0,0,0,1,0,0
Data Analysis and Modeling,0,0,0,0,2,0,0
Open Source Community,0,0,0,1,1,0,0
Laravel,0,0,0,0,2,0,0
mbed developers,0,0,0,0,1,0,0
Share Experiences Knowledge of Product Development,0,0,0,0,0,1,0
College Students,0,0,0,0,0,1,0
Business Growth,0,0,0,0,0,1,0
VB.NET,0,0,0,0,1,0,0
Joomla Extension Development,0,0,0,0,1,0,0
Force.com,0,0,1,0,0,0,0
Business Analytics,0,0,0,1,0,5,0
Telematics,0,0,0,0,1,0,0
WordPress User Community,0,0,0,1,0,0,0
Internet E-Commerce Professionals & Startups,0,0,0,0,1,0,0
Hardware,0,0,0,0,1,0,0
Service-now.com,0,0,0,0,1,0,0
Virtualization,0,0,0,0,6,1,1
Business Intelligence,0,0,0,0,0,3,0
Cloud Analytics,0,0,0,0,0,1,0
Virtual Worlds,0,0,0,0,0,0,1
"HTML, XHTML, CSS & JavaScript",0,0,0,0,0,1,0
Virtual Reality,0,0,0,0,0,0,1
Artificial Intelligence,0,0,0,0,2,3,3
