Topic,2010,2011,2012,2013,2014,2015,2016
apache mesos,0,0,0,0,0,0,1
Drupal,0,0,0,0,0,1,1
Design Thinking,0,0,0,0,1,1,1
Joomla Mastering,0,0,0,0,1,1,1
iOS,0,0,1,3,5,5,6
Front-end Development,0,0,0,0,0,1,1
Algorithms,0,0,0,1,1,1,1
High Performance Computing,0,0,1,1,1,2,2
Applied Statistics,0,0,0,1,1,1,1
Data Mining,0,0,0,2,10,16,16
Oracle Business Solutions,0,0,0,0,0,0,1
Erlang Workshops,0,0,0,0,1,1,1
Cloud Storage,0,0,0,1,1,1,1
Web Technology,1,2,4,5,16,22,24
Spring Technologies,0,1,1,1,1,1,1
Python/Linux devop,0,0,0,0,1,1,1
Robotics,0,0,0,0,5,5,5
Software Development Technologies,0,1,1,1,1,1,1
Search Engine Optimization (SEO),0,0,0,0,1,1,1
Learning,0,0,0,0,0,1,1
Hack,0,0,0,0,1,1,1
Ruby on Rails Scalability,0,0,0,0,1,1,1
Data Management,0,0,0,0,1,2,3
Small Business Marketing Strategy,0,0,0,0,3,3,3
Management,0,0,0,0,1,1,1
Java,1,2,2,3,11,12,14
Mule ESB,0,0,0,0,0,0,1
Scala,0,1,2,2,3,5,6
Best QA processes,0,1,1,1,1,1,1
IoT,0,0,0,0,0,0,1
Software Defined Networking,0,0,0,0,0,1,1
Apache CloudStack,0,0,0,1,1,1,1
App Engine,0,0,0,0,1,1,1
To promote R for big data analytics,0,0,0,0,1,1,1
Online Education & Technology For Educators and HR,0,0,0,0,0,1,1
Multithreading,0,0,0,0,1,1,1
Windows Mobile,0,0,0,0,0,1,1
Technology Professionals,0,0,0,0,2,3,3
Wordpress Plugins,0,0,0,0,3,5,5
Cryptography,0,0,0,0,1,1,1
JIRA,0,0,0,0,0,1,1
lean,0,0,0,0,2,3,3
DevOps,0,0,0,1,5,8,14
E-Learning Systems,0,0,0,0,0,1,1
Windows,0,0,0,0,0,1,1
Facebook,1,1,1,1,1,1,1
PaaS: Platform as a Service,0,0,1,1,4,4,4
Continuous Delivery,0,0,0,1,3,5,7
Sensors,0,0,0,0,1,2,2
Ruby,1,1,1,1,2,2,4
Android Development,0,1,2,3,15,17,19
CCNA,0,0,0,0,0,1,1
PHP CMS,0,0,0,1,3,3,3
Enterprise Search,0,0,0,0,1,1,2
Computers,0,0,0,0,0,1,1
Lifestyle,0,0,0,0,1,1,1
Content Strategy,0,0,0,1,2,2,2
Elixir Programming,0,0,0,0,0,0,1
PaaS (Platform as a Service),0,0,2,2,5,7,8
Seminars,0,0,0,0,0,0,1
Microsoft .Net User Group,0,0,0,0,1,1,1
Atlassian Toolset,0,0,0,0,0,1,1
Search Engine Optimisation,0,0,0,0,1,1,1
Wordpress Customization,0,0,0,0,3,5,5
Professional Blogging,0,0,0,0,2,2,2
Clojure,0,0,1,1,1,2,4
Extreme Programming,0,0,0,0,1,4,4
Microsoft,0,0,0,0,1,3,3
Business Analytics,0,0,0,0,1,3,3
Healthcare Big Data,0,0,0,0,1,1,1
OpenStack - Quantum,0,0,0,1,1,1,1
SAP HANA Technology,0,0,0,0,1,1,1
Basics of iPhone app Development,0,0,0,0,1,1,1
WordPress Websites,0,0,0,0,1,3,3
Business Strategy,1,1,1,1,5,8,8
Red Hat Enterprise MRG,0,0,0,0,0,1,1
open hardware,0,0,0,0,1,1,1
Learning Erlang and OTP,0,0,0,0,1,2,2
Machine-to-Machine,0,0,0,0,1,1,1
Printing,0,0,0,0,0,0,1
Virtual Currency,0,0,0,0,2,2,2
Games,0,0,0,0,1,1,1
Learning Drupal,0,0,0,0,0,1,1
Internet Startups,0,0,0,0,2,4,5
Project Management Coaching,0,0,0,0,0,1,1
Data Grid,0,0,0,0,0,1,1
RedHat - OpenStack,0,0,0,0,0,1,1
UX / UI Design,0,0,0,1,2,2,2
Elm,0,0,0,0,0,0,1
LAMP Stack,0,0,0,0,1,1,1
Web Application Security,0,0,0,1,4,4,4
White Hat Hacking,0,0,0,1,2,2,2
Writing,0,0,0,0,1,1,1
Oracle Data Integrator,0,0,0,0,0,0,1
Acting,0,0,0,0,0,1,1
Data Center and Operations Automation,0,0,0,0,2,5,6
Unity 3D,0,0,0,0,2,2,3
BI on Cloud,0,0,1,1,1,1,1
FOSS,0,0,0,0,2,2,2
Content Marketing,0,0,0,1,2,2,2
Business Intelligence Data Warehousing,0,0,0,0,0,1,1
PMP,0,0,0,0,0,1,1
Finance,0,0,0,0,2,2,2
Smart Grid,0,0,0,0,1,1,1
ServiceNow,0,0,0,0,1,1,1
Social Media for Business,0,0,0,0,1,1,1
BigData,0,0,0,0,1,3,3
ClojureScript,0,0,0,0,0,1,2
Firebase,0,0,0,0,0,1,1
Ubuntu,0,0,0,0,1,1,1
Information Security,0,0,0,2,4,4,4
Open Innovation,0,0,0,0,1,1,1
Community Building,1,1,1,1,1,1,1
PMI,0,0,0,0,0,1,1
Web Development,1,1,3,5,28,35,38
PMP Certification,0,0,0,0,0,1,1
Strategy Games,0,0,0,0,1,1,1
Load Testing and Performance,0,0,0,0,3,3,3
Web Operations,0,0,0,1,2,2,2
Lean Management,0,0,0,0,1,1,1
Symfony2,0,0,0,0,1,1,1
Graphic Design,0,0,0,0,1,1,2
Writing for Blogs,0,0,0,0,2,2,2
Data Warehousing,0,0,0,0,0,1,1
Programming in R,0,0,0,1,1,2,2
Drupal Modules,0,0,0,0,0,1,1
Open Source Hardware,0,0,0,0,4,4,4
Content Strategy and SEO,0,0,0,0,1,1,1
Test Group,0,0,0,0,1,1,1
Unity 3D Artists,0,0,0,0,1,1,1
JavaScript Applications,0,0,0,0,1,3,4
RESTful,0,0,0,0,1,1,1
Twitter,1,1,1,1,1,1,1
Boost Libraries,0,0,0,0,1,1,1
blog marketing,0,0,0,0,2,2,2
information Retrieval,0,0,0,0,1,1,1
Engineering,0,0,0,0,1,1,1
Software Architecture,0,0,0,0,0,1,2
Puppet,0,0,0,0,0,1,1
Data Integration,0,0,0,0,0,0,1
Linux Kernel,0,0,0,0,0,0,2
Courses and Workshops,0,0,0,0,0,1,1
Product/Project Development/Management Networking,0,0,0,0,0,1,1
ERP Software,0,0,0,0,1,1,1
Text Analytics,0,0,0,0,1,1,2
Apex,0,0,1,1,1,1,1
Go programming language,0,0,0,0,1,1,1
.NET,0,0,0,0,5,6,6
SAP Enterprise Solutions,0,0,0,0,1,1,1
golang,0,0,0,0,1,1,1
Android SDK,0,0,0,0,1,1,1
Semantic Web,0,0,0,0,0,0,1
I.T. Support,0,0,0,0,0,1,1
Electronics,0,0,0,0,5,6,6
Containers,0,0,0,0,0,0,1
Kanban Method,0,0,0,0,0,0,1
EAI,0,0,0,0,0,0,1
Hardware,0,0,0,0,1,1,1
WordPress Advanced,0,0,0,0,1,1,1
Data Governance,0,0,0,0,0,0,1
C / C + +,0,0,0,0,1,1,2
Ubuntu Linux,0,0,0,0,0,1,1
Product management in agile,0,0,0,0,1,5,6
Learn Blogging,0,0,0,0,2,2,2
Innovations in Software Testing,0,0,0,1,2,2,2
Infrastructure as Code,0,0,0,1,3,6,7
Data Analysis and Modeling,0,0,0,0,0,1,1
DIY Technology,0,0,0,1,3,3,3
Building private cloud with OpenStack,0,0,0,1,1,1,1
Explore: Agile Scrum XP Lean Kanban,0,0,0,1,3,4,5
Laravel,0,0,0,0,2,2,2
JQuery,0,0,0,0,1,2,3
Web Performance,0,0,0,0,2,2,2
Concurrency,0,0,0,0,0,0,1
Business Growth,0,0,0,1,1,1,1
Cloud Security,0,0,0,2,4,4,5
Joomla Extension Development,0,0,0,0,1,1,1
Force.com,0,0,2,2,2,2,2
Grid Computing,0,0,0,1,1,1,1
OTP,0,0,0,0,0,1,2
Hibernate,0,0,0,0,1,1,1
computer programming c/c++,0,0,0,0,1,1,2
Agile and Scrum,0,0,0,0,0,1,1
CAD/CAM,0,0,0,0,1,1,1
Red Hat Storage Server,0,0,0,0,0,1,1
Telematics,0,0,0,0,1,1,1
Networking for Job Seekers,0,0,0,0,0,1,1
Drupal Theming,0,0,0,0,0,1,1
Bluetooth Technology,0,0,0,0,1,1,1
MonoTouch,0,0,0,0,0,1,1
Service-now.com,0,0,0,0,1,1,1
Virtualization,0,0,2,4,7,10,10
Business Intelligence,0,0,0,0,1,7,8
"HTML, XHTML, CSS & JavaScript",0,0,0,0,0,2,2
Artificial Intelligence,0,0,0,0,1,1,1
